symbol,timestamp,open,high,low,close,volume,date
XXBTZUSD,1435449600,251.3025,260.0000,247.4504,248.5000,55.4811,28/06/2015
XXBTZUSD,1435536000,250.5886,268.4982,248.8887,268.4679,95.2436,29/06/2015
XXBTZUSD,1435622400,258.9349,273.0000,258.4926,263.1766,69.9869,30/06/2015
XXBTZUSD,1435708800,263.2127,265.0226,255.5000,258.1036,69.0050,01/07/2015
XXBTZUSD,1435795200,259.7604,259.7604,253.4300,254.7362,15.9357,02/07/2015
XXBTZUSD,1435881600,254.5161,273.0000,252.8751,255.4694,21.8539,03/07/2015
XXBTZUSD,1435968000,258.0064,262.9995,254.8880,261.9990,15.3095,04/07/2015
XXBTZUSD,1436054400,261.9400,274.6800,257.1176,271.1440,70.3161,05/07/2015
XXBTZUSD,1436140800,270.1275,278.0000,268.1376,274.5894,96.1166,06/07/2015
XXBTZUSD,1436227200,269.3271,272.1638,265.0000,265.3600,29.6455,07/07/2015
XXBTZUSD,1436313600,265.3600,276.3232,265.3600,270.0403,35.2090,08/07/2015
XXBTZUSD,1436400000,270.5540,275.6654,267.3900,271.9998,34.7379,09/07/2015
XXBTZUSD,1436486400,268.9561,297.0000,268.9561,284.5400,167.3743,10/07/2015
XXBTZUSD,1436572800,288.8229,298.9868,283.0583,293.6000,71.9568,11/07/2015
XXBTZUSD,1436659200,291.6926,316.0125,291.6925,310.7575,143.1981,12/07/2015
XXBTZUSD,1436745600,309.8075,310.5816,269.0000,290.1810,332.8491,13/07/2015
XXBTZUSD,1436832000,293.0700,295.9725,286.7875,288.7081,36.2641,14/07/2015
XXBTZUSD,1436918400,288.7713,293.7899,285.8399,285.8399,10.4116,15/07/2015
XXBTZUSD,1437004800,289.4482,292.0000,273.4026,276.8594,53.2210,16/07/2015
XXBTZUSD,1437091200,281.0864,281.3071,275.5150,280.3800,4.5380,17/07/2015
XXBTZUSD,1437177600,281.0028,281.6937,274.9239,278.0100,14.0724,18/07/2015
XXBTZUSD,1437264000,279.3314,279.5731,274.3166,275.5400,0.4725,19/07/2015
XXBTZUSD,1437350400,277.2635,280.4014,276.7225,277.5641,83.5412,20/07/2015
XXBTZUSD,1437436800,279.4148,281.4069,276.4525,277.4800,21.2540,21/07/2015
XXBTZUSD,1437523200,276.6660,279.3827,275.3100,276.9750,59.5654,22/07/2015
XXBTZUSD,1437609600,278.3975,278.3975,276.0290,276.8900,24.7136,23/07/2015
XXBTZUSD,1437696000,276.1800,290.0000,276.1800,289.2609,41.5450,24/07/2015
XXBTZUSD,1437782400,286.6972,291.8117,286.6701,288.9161,27.5594,25/07/2015
XXBTZUSD,1437868800,288.6969,293.8545,287.8308,291.2849,8.7206,26/07/2015
XXBTZUSD,1437955200,293.3661,296.1016,286.5524,296.1016,11.0711,27/07/2015
XXBTZUSD,1438041600,295.7370,296.8040,287.0000,293.5600,57.3726,28/07/2015
XXBTZUSD,1438128000,293.5137,293.5137,280.0000,291.6126,29.3057,29/07/2015
XXBTZUSD,1438214400,288.5617,289.2350,280.0000,288.0000,31.2430,30/07/2015
XXBTZUSD,1438300800,285.3491,293.4798,280.0000,293.4798,40.8381,31/07/2015
XXBTZUSD,1438387200,290.2528,292.0000,277.1200,283.2674,63.8387,01/08/2015
XXBTZUSD,1438473600,285.0035,289.8898,277.9052,283.8413,0.8988,02/08/2015
XXBTZUSD,1438560000,285.4046,285.5100,280.5700,283.8702,18.3428,03/08/2015
XXBTZUSD,1438646400,282.7001,287.6816,280.5309,287.6786,21.6072,04/08/2015
XXBTZUSD,1438732800,284.5050,287.7700,281.0000,281.0000,36.8872,05/08/2015
XXBTZUSD,1438819200,281.0000,286.9575,278.6011,278.6696,13.8127,06/08/2015
XXBTZUSD,1438905600,278.6700,290.0000,274.1518,280.8554,62.7856,07/08/2015
XXBTZUSD,1438992000,280.2801,283.7800,259.2027,264.2000,29.2997,08/08/2015
XXBTZUSD,1439078400,264.2000,269.7693,258.0000,269.7693,14.8234,09/08/2015
XXBTZUSD,1439164800,262.4900,273.8800,262.4900,266.8475,19.7078,10/08/2015
XXBTZUSD,1439251200,264.2000,270.0000,260.0000,270.0000,99.1218,11/08/2015
XXBTZUSD,1439337600,268.9705,270.0000,265.4860,267.0254,61.3088,12/08/2015
XXBTZUSD,1439424000,267.4793,268.0000,261.6437,265.2000,138.9762,13/08/2015
XXBTZUSD,1439510400,265.2000,270.0000,262.0064,268.0000,368.6368,14/08/2015
XXBTZUSD,1439596800,268.3298,269.2172,265.2200,265.2200,164.3289,15/08/2015
XXBTZUSD,1439683200,265.2200,270.0000,257.0064,260.4194,265.9693,16/08/2015
XXBTZUSD,1439769600,261.5000,263.1200,257.5721,258.6391,86.5327,17/08/2015
XXBTZUSD,1439856000,259.0784,259.9348,188.1076,223.0028,683.1980,18/08/2015
XXBTZUSD,1439942400,204.3933,245.0000,204.3933,230.0840,239.3861,19/08/2015
XXBTZUSD,1440028800,230.0840,238.7095,229.0338,236.8741,508.0999,20/08/2015
XXBTZUSD,1440115200,237.0000,238.7097,232.6180,234.2849,148.2441,21/08/2015
XXBTZUSD,1440201600,235.0120,235.3186,223.1000,231.9903,160.8755,22/08/2015
XXBTZUSD,1440288000,232.3791,232.3791,226.0700,228.1304,52.2405,23/08/2015
XXBTZUSD,1440374400,226.2308,227.1952,209.7875,212.7010,393.0672,24/08/2015
XXBTZUSD,1440460800,211.8510,235.9900,204.0100,224.4944,433.9098,25/08/2015
XXBTZUSD,1440547200,225.8616,243.3788,223.1134,226.3815,154.6878,26/08/2015
XXBTZUSD,1440633600,228.2424,233.0000,225.3079,226.0110,172.0479,27/08/2015
XXBTZUSD,1440720000,225.3427,237.9801,222.5718,232.6416,264.3753,28/08/2015
XXBTZUSD,1440806400,233.0357,234.9741,228.9538,230.7773,99.8473,29/08/2015
XXBTZUSD,1440892800,231.7200,233.1001,226.6779,228.9538,60.6293,30/08/2015
XXBTZUSD,1440979200,228.8400,233.5100,225.9989,230.9200,98.3803,31/08/2015
XXBTZUSD,1441065600,231.0852,231.1200,226.8700,229.4900,101.2183,01/09/2015
XXBTZUSD,1441152000,229.4900,232.9912,226.8193,230.0400,191.1777,02/09/2015
XXBTZUSD,1441238400,229.1400,231.1328,226.1700,226.9388,291.8041,03/09/2015
XXBTZUSD,1441324800,226.9796,231.7900,226.5500,231.0100,151.6282,04/09/2015
XXBTZUSD,1441411200,231.0099,236.9999,230.2473,236.3209,173.9686,05/09/2015
XXBTZUSD,1441497600,237.0000,243.3767,237.0000,241.9900,112.1644,06/09/2015
XXBTZUSD,1441584000,240.3301,242.7792,239.1318,241.0700,148.8212,07/09/2015
XXBTZUSD,1441670400,240.3500,246.5100,240.3500,243.2677,253.5174,08/09/2015
XXBTZUSD,1441756800,242.5600,244.9708,238.1814,239.0100,202.5352,09/09/2015
XXBTZUSD,1441843200,240.1000,240.4586,236.9900,238.1631,35.1251,10/09/2015
XXBTZUSD,1441929600,239.9700,242.1189,238.8481,242.1189,128.3742,11/09/2015
XXBTZUSD,1442016000,239.4500,241.6000,233.6700,235.7800,55.1584,12/09/2015
XXBTZUSD,1442102400,235.5114,236.9600,228.6800,230.0000,135.9588,13/09/2015
XXBTZUSD,1442188800,230.0000,232.6380,226.3200,230.6536,418.2883,14/09/2015
XXBTZUSD,1442275200,230.6536,232.3241,228.6000,230.7941,122.0931,15/09/2015
XXBTZUSD,1442361600,229.3500,232.2000,226.9100,229.0848,65.8298,16/09/2015
XXBTZUSD,1442448000,229.9900,236.0000,227.8800,233.3700,43.2415,17/09/2015
XXBTZUSD,1442534400,232.7800,235.5000,231.9200,232.8278,62.9308,18/09/2015
XXBTZUSD,1442620800,231.6264,233.2900,230.0000,231.6100,71.0937,19/09/2015
XXBTZUSD,1442707200,230.5510,231.9700,230.1700,231.4400,1.5725,20/09/2015
XXBTZUSD,1442793600,230.0100,231.4900,226.9500,227.1710,31.9713,21/09/2015
XXBTZUSD,1442880000,226.3000,233.8582,223.1000,228.6000,155.1577,22/09/2015
XXBTZUSD,1442966400,230.3614,231.0755,228.2330,230.2400,101.2942,23/09/2015
XXBTZUSD,1443052800,229.7100,234.9950,229.7100,231.7824,41.4874,24/09/2015
XXBTZUSD,1443139200,233.4630,237.2000,232.3551,236.0000,142.0090,25/09/2015
XXBTZUSD,1443225600,234.0100,235.7755,233.4600,233.4900,52.5617,26/09/2015
XXBTZUSD,1443312000,233.3700,234.0000,230.6200,230.6200,29.8694,27/09/2015
XXBTZUSD,1443398400,233.9960,239.9700,233.9960,238.4880,121.6936,28/09/2015
XXBTZUSD,1443484800,238.3327,240.0000,235.0046,238.0196,94.5448,29/09/2015
XXBTZUSD,1443571200,236.0400,237.9200,235.0000,236.0000,40.9235,30/09/2015
XXBTZUSD,1443657600,235.6000,238.0000,234.5881,237.8000,36.2736,01/10/2015
XXBTZUSD,1443744000,236.4600,239.8565,236.4288,236.4288,71.1290,02/10/2015
XXBTZUSD,1443830400,236.4800,238.8000,236.4600,238.8000,18.6420,03/10/2015
XXBTZUSD,1443916800,238.0000,239.9459,237.6000,238.9670,9.3187,04/10/2015
XXBTZUSD,1444003200,237.6340,240.4422,237.1640,239.4800,84.7867,05/10/2015
XXBTZUSD,1444089600,240.2600,248.3900,239.7200,244.5300,87.2123,06/10/2015
XXBTZUSD,1444176000,246.0000,247.2000,234.5500,241.2189,131.5713,07/10/2015
XXBTZUSD,1444262400,243.6460,244.7300,233.0000,242.7000,112.9242,08/10/2015
XXBTZUSD,1444348800,242.5200,244.8715,241.7451,241.7451,110.7250,09/10/2015
XXBTZUSD,1444435200,243.5500,245.6400,243.2100,245.6400,6.2484,10/10/2015
XXBTZUSD,1444521600,245.7001,247.1200,245.0554,245.1101,43.1792,11/10/2015
XXBTZUSD,1444608000,246.6890,247.1100,244.0001,245.6106,28.3641,12/10/2015
XXBTZUSD,1444694400,245.2844,249.5100,244.0100,249.0000,118.5043,13/10/2015
XXBTZUSD,1444780800,250.0000,253.6601,241.0000,253.6380,100.1728,14/10/2015
XXBTZUSD,1444867200,254.0000,255.0000,251.8600,253.5587,105.3461,15/10/2015
XXBTZUSD,1444953600,254.2741,268.5077,253.0000,258.0000,272.7628,16/10/2015
XXBTZUSD,1445040000,260.9701,270.9994,260.9701,270.0000,96.8547,17/10/2015
XXBTZUSD,1445126400,265.2000,267.6100,251.0000,251.0000,63.8712,18/10/2015
XXBTZUSD,1445212800,258.8600,265.7340,258.8600,264.0600,23.8662,19/10/2015
XXBTZUSD,1445299200,264.9000,270.0000,264.0000,270.0000,144.1171,20/10/2015
XXBTZUSD,1445385600,269.4237,270.7400,264.5700,266.5931,178.9260,21/10/2015
XXBTZUSD,1445472000,266.2132,278.0000,263.7301,274.2000,70.2272,22/10/2015
XXBTZUSD,1445558400,270.0000,279.3111,270.0000,276.6418,100.3908,23/10/2015
XXBTZUSD,1445644800,277.8000,283.5688,277.8000,283.3751,76.2612,24/10/2015
XXBTZUSD,1445731200,284.9700,294.4750,282.4400,282.4400,115.0985,25/10/2015
XXBTZUSD,1445817600,284.4097,286.0000,280.6445,285.2500,70.3912,26/10/2015
XXBTZUSD,1445904000,285.4196,296.3100,285.2390,292.5071,248.2093,27/10/2015
XXBTZUSD,1445990400,294.4124,305.0000,290.0000,298.0000,142.9026,28/10/2015
XXBTZUSD,1446076800,297.0100,317.8446,296.4000,312.1112,126.2221,29/10/2015
XXBTZUSD,1446163200,312.0260,333.0000,311.7704,325.0000,329.3575,30/10/2015
XXBTZUSD,1446249600,325.7500,331.0000,306.1304,306.1304,56.6478,31/10/2015
XXBTZUSD,1446336000,313.4608,320.0000,304.6900,320.0000,57.3936,01/11/2015
XXBTZUSD,1446422400,320.0000,360.0000,314.0000,358.1700,190.4802,02/11/2015
XXBTZUSD,1446508800,349.4990,418.9700,307.2300,397.7700,388.8784,03/11/2015
XXBTZUSD,1446595200,398.8904,489.9900,368.4853,408.9626,426.1640,04/11/2015
XXBTZUSD,1446681600,395.2465,438.7174,341.0000,380.0000,193.9243,05/11/2015
XXBTZUSD,1446768000,382.0235,390.0000,346.3401,362.0600,96.2405,06/11/2015
XXBTZUSD,1446854400,372.9000,389.8100,368.0000,383.8900,53.7028,07/11/2015
XXBTZUSD,1446940800,374.0877,385.0000,352.0000,371.7638,76.5593,08/11/2015
XXBTZUSD,1447027200,371.3614,379.0000,350.0000,367.0000,52.9476,09/11/2015
XXBTZUSD,1447113600,367.0000,378.9900,327.2600,338.0000,123.7167,10/11/2015
XXBTZUSD,1447200000,338.0000,341.0000,300.0000,304.8000,140.3254,11/11/2015
XXBTZUSD,1447286400,309.1970,341.0000,301.5600,336.0000,184.0484,12/11/2015
XXBTZUSD,1447372800,329.0400,340.1788,326.5000,336.9484,114.8787,13/11/2015
XXBTZUSD,1447459200,337.9218,339.4700,326.0300,329.7431,51.7855,14/11/2015
XXBTZUSD,1447545600,330.6943,333.7400,315.0000,315.0000,73.5333,15/11/2015
XXBTZUSD,1447632000,315.9809,330.0000,315.7007,321.9069,83.0148,16/11/2015
XXBTZUSD,1447718400,329.6500,336.8900,329.6500,330.0000,87.4288,17/11/2015
XXBTZUSD,1447804800,330.0000,334.7500,326.0000,326.5000,59.6515,18/11/2015
XXBTZUSD,1447891200,332.7000,332.7099,323.0709,326.2600,46.0662,19/11/2015
XXBTZUSD,1447977600,323.0709,323.0709,310.0000,317.2100,78.9446,20/11/2015
XXBTZUSD,1448064000,319.9758,324.3700,319.9758,322.8000,4.5721,21/11/2015
XXBTZUSD,1448150400,325.0000,325.0000,319.0333,322.8500,36.6627,22/11/2015
XXBTZUSD,1448236800,320.0000,323.5000,319.0000,322.6843,68.8862,23/11/2015
XXBTZUSD,1448323200,319.0000,325.0000,316.0132,323.4800,349.5249,24/11/2015
XXBTZUSD,1448409600,323.3000,330.0000,317.5700,329.6900,175.5218,25/11/2015
XXBTZUSD,1448496000,329.7079,370.0000,329.7000,350.5500,136.6211,26/11/2015
XXBTZUSD,1448582400,351.5100,364.0000,350.5300,360.0000,83.1719,27/11/2015
XXBTZUSD,1448668800,354.0000,359.0000,350.2779,356.5000,54.9082,28/11/2015
XXBTZUSD,1448755200,357.4390,373.7700,353.0300,370.3900,87.6997,29/11/2015
XXBTZUSD,1448841600,370.3900,380.6800,370.3900,378.4999,79.7337,30/11/2015
XXBTZUSD,1448928000,377.6872,378.4700,355.0000,361.5820,442.0814,01/12/2015
XXBTZUSD,1449014400,362.4066,362.4066,349.2000,358.6900,228.5562,02/12/2015
XXBTZUSD,1449100800,359.4600,370.0000,356.9880,361.2980,1144.6330,03/12/2015
XXBTZUSD,1449187200,363.6827,365.0826,357.4840,364.9345,50.8139,04/12/2015
XXBTZUSD,1449273600,364.3200,390.5843,363.9300,387.6500,205.3326,05/12/2015
XXBTZUSD,1449360000,391.3800,404.2140,386.0100,387.6548,170.3199,06/12/2015
XXBTZUSD,1449446400,386.4955,398.0000,384.0700,395.3000,241.3464,07/12/2015
XXBTZUSD,1449532800,391.8800,415.0000,388.5200,415.0000,259.5114,08/12/2015
XXBTZUSD,1449619200,414.9800,420.0000,404.0000,416.3300,265.7616,09/12/2015
XXBTZUSD,1449705600,417.2700,420.0000,410.0128,416.0000,233.1167,10/12/2015
XXBTZUSD,1449792000,417.8330,445.0000,417.8330,443.1190,461.3582,11/12/2015
XXBTZUSD,1449878400,443.1190,464.0000,407.1352,431.0000,238.9876,12/12/2015
XXBTZUSD,1449964800,427.4866,438.0000,418.3700,432.0000,40.1537,13/12/2015
XXBTZUSD,1450051200,430.0000,445.0000,426.2100,442.0000,302.0660,14/12/2015
XXBTZUSD,1450137600,443.0000,464.9800,430.0100,464.9800,187.2793,15/12/2015
XXBTZUSD,1450224000,461.6048,461.6300,441.0000,453.6486,183.7933,16/12/2015
XXBTZUSD,1450310400,450.3476,459.1531,445.0000,451.0344,67.7135,17/12/2015
XXBTZUSD,1450396800,455.0000,467.6907,452.2719,464.9710,92.6989,18/12/2015
XXBTZUSD,1450483200,464.7609,464.9600,455.0000,458.0100,52.9906,19/12/2015
XXBTZUSD,1450569600,458.9000,460.4900,436.0000,441.2200,166.6109,20/12/2015
XXBTZUSD,1450656000,442.0000,446.9557,426.6960,441.7500,193.7398,21/12/2015
XXBTZUSD,1450742400,440.5611,444.2500,434.2929,437.6900,40.9163,22/12/2015
XXBTZUSD,1450828800,437.7000,445.9900,435.4688,444.8300,66.4475,23/12/2015
XXBTZUSD,1450915200,443.9900,458.0000,443.9900,452.7122,60.2605,24/12/2015
XXBTZUSD,1451001600,455.3390,457.9500,451.1200,457.8400,4.0668,25/12/2015
XXBTZUSD,1451088000,451.1200,451.1200,409.0000,417.4700,216.2930,26/12/2015
XXBTZUSD,1451174400,413.0000,429.7200,409.4069,427.2900,26.9819,27/12/2015
XXBTZUSD,1451260800,427.2900,429.3600,418.7811,424.3000,108.7489,28/12/2015
XXBTZUSD,1451347200,421.0948,432.5000,420.3989,430.9500,148.2647,29/12/2015
XXBTZUSD,1451433600,433.3000,435.0000,420.0000,424.3087,48.7851,30/12/2015
XXBTZUSD,1451520000,424.4500,431.3100,416.6084,431.3100,80.6526,31/12/2015
XXBTZUSD,1451606400,434.1790,434.9700,430.7400,431.5053,14.3486,01/01/2016
XXBTZUSD,1451692800,434.0000,434.9900,430.3248,434.9800,26.7595,02/01/2016
XXBTZUSD,1451779200,434.4900,434.4900,422.9800,426.5700,23.6110,03/01/2016
XXBTZUSD,1451865600,427.7700,433.9600,426.5600,431.0841,40.8760,04/01/2016
XXBTZUSD,1451952000,431.0600,434.7299,429.0000,431.3200,34.0821,05/01/2016
XXBTZUSD,1452038400,431.3299,431.3299,427.5806,429.9900,20.0479,06/01/2016
XXBTZUSD,1452124800,428.5500,457.8835,427.7807,457.8835,132.7645,07/01/2016
XXBTZUSD,1452211200,457.9999,460.0000,447.6401,455.2200,110.9422,08/01/2016
XXBTZUSD,1452297600,452.8500,459.8718,450.0000,451.3800,84.7839,09/01/2016
XXBTZUSD,1452384000,450.0000,451.1300,442.0500,449.1300,42.6780,10/01/2016
XXBTZUSD,1452470400,449.8933,454.5300,443.8118,452.2306,110.1995,11/01/2016
XXBTZUSD,1452556800,451.3155,451.3155,440.0000,440.0000,157.6838,12/01/2016
XXBTZUSD,1452643200,440.0000,455.0000,427.1700,433.9817,180.7921,13/01/2016
XXBTZUSD,1452729600,433.0605,437.1500,430.0000,430.5750,44.4457,14/01/2016
XXBTZUSD,1452816000,430.5750,430.9100,364.4900,364.4900,629.5345,15/01/2016
XXBTZUSD,1452902400,364.4800,392.5201,351.7600,390.3280,516.3884,16/01/2016
XXBTZUSD,1452988800,390.3280,395.0000,381.6000,381.9502,133.9449,17/01/2016
XXBTZUSD,1453075200,383.5708,391.8200,376.5800,390.1000,243.0561,18/01/2016
XXBTZUSD,1453161600,390.9700,390.9700,379.0200,381.1002,68.6165,19/01/2016
XXBTZUSD,1453248000,381.0438,425.1272,375.9300,419.0501,792.6624,20/01/2016
XXBTZUSD,1453334400,419.0501,425.7800,406.0500,412.3100,730.2346,21/01/2016
XXBTZUSD,1453420800,410.6546,411.1899,375.5242,383.2500,514.5196,22/01/2016
XXBTZUSD,1453507200,384.2900,395.0000,381.3600,385.8098,387.8285,23/01/2016
XXBTZUSD,1453593600,387.9699,406.7100,386.5800,400.6801,601.9008,24/01/2016
XXBTZUSD,1453680000,401.2523,401.2523,387.1700,394.0100,473.1332,25/01/2016
XXBTZUSD,1453766400,393.3688,406.7000,390.4500,395.9500,709.3700,26/01/2016
XXBTZUSD,1453852800,395.9499,401.4799,393.1100,395.3553,200.9220,27/01/2016
XXBTZUSD,1453939200,396.5500,397.8400,376.9652,380.0000,316.9675,28/01/2016
XXBTZUSD,1454025600,380.0001,385.6300,365.0001,379.9156,613.7904,29/01/2016
XXBTZUSD,1454112000,379.9156,382.4716,376.1200,378.0001,207.7744,30/01/2016
XXBTZUSD,1454198400,379.2274,380.9998,366.1601,369.1899,209.2013,31/01/2016
XXBTZUSD,1454284800,369.1899,379.9999,366.1606,372.1900,525.1390,01/02/2016
XXBTZUSD,1454371200,372.1500,376.6757,372.0000,373.4899,361.8624,02/02/2016
XXBTZUSD,1454457600,372.4400,373.5973,365.7823,368.1400,218.3096,03/02/2016
XXBTZUSD,1454544000,368.6600,392.0000,368.6600,389.7100,381.7592,04/02/2016
XXBTZUSD,1454630400,389.7100,390.5596,382.4776,387.2200,476.1787,05/02/2016
XXBTZUSD,1454716800,384.0001,384.9411,367.7052,375.7000,414.8974,06/02/2016
XXBTZUSD,1454803200,375.7000,381.2299,371.5501,372.1236,183.5462,07/02/2016
XXBTZUSD,1454889600,373.7900,377.7794,371.6601,373.4700,443.1740,08/02/2016
XXBTZUSD,1454976000,372.0000,381.3972,371.2618,374.4448,817.4058,09/02/2016
XXBTZUSD,1455062400,374.9693,384.7559,371.7083,380.0000,1174.1877,10/02/2016
XXBTZUSD,1455148800,380.0000,383.9500,373.6700,377.7600,1332.4994,11/02/2016
XXBTZUSD,1455235200,377.7600,383.4900,375.7600,380.9100,977.5191,12/02/2016
XXBTZUSD,1455321600,381.4500,391.1400,380.9100,390.0000,787.5099,13/02/2016
XXBTZUSD,1455408000,391.0000,407.3454,388.7201,404.7508,656.2218,14/02/2016
XXBTZUSD,1455494400,404.7508,409.3077,392.0000,392.0009,713.8515,15/02/2016
XXBTZUSD,1455580800,395.9977,408.6000,390.1000,405.5000,1024.4879,16/02/2016
XXBTZUSD,1455667200,405.2388,421.7991,403.0128,413.8600,1199.2391,17/02/2016
XXBTZUSD,1455753600,413.4900,424.7885,411.4600,421.1700,820.8566,18/02/2016
XXBTZUSD,1455840000,420.0100,421.0100,413.1337,417.5813,445.8489,19/02/2016
XXBTZUSD,1455926400,418.5000,442.0000,418.2102,435.0000,1137.4810,20/02/2016
XXBTZUSD,1456012800,436.1571,444.0000,422.4960,433.3890,857.5771,21/02/2016
XXBTZUSD,1456099200,431.2036,437.1440,422.0000,433.5111,917.7652,22/02/2016
XXBTZUSD,1456185600,431.8200,437.1464,414.2889,417.4701,1204.3981,23/02/2016
XXBTZUSD,1456272000,417.4437,427.1000,408.1442,423.2028,768.1205,24/02/2016
XXBTZUSD,1456358400,424.0000,426.0000,416.6986,421.8500,746.2578,25/02/2016
XXBTZUSD,1456444800,422.7698,433.0000,417.6476,433.0000,459.1762,26/02/2016
XXBTZUSD,1456531200,433.0400,435.9981,428.5000,432.9200,615.0079,27/02/2016
XXBTZUSD,1456617600,432.4900,434.9800,421.0700,430.7793,177.4216,28/02/2016
XXBTZUSD,1456704000,430.7793,442.0000,429.2865,438.2400,584.0428,29/02/2016
XXBTZUSD,1456790400,437.8930,439.4060,422.7940,431.4800,1807.9437,01/03/2016
XXBTZUSD,1456876800,431.4800,432.4750,412.0000,421.1700,1344.9187,02/03/2016
XXBTZUSD,1456963200,421.7100,431.1110,417.0000,419.6210,3659.1702,03/03/2016
XXBTZUSD,1457049600,421.3300,424.4900,404.8700,406.6700,3020.2604,04/03/2016
XXBTZUSD,1457136000,406.6700,407.7700,388.4010,393.1610,4395.3263,05/03/2016
XXBTZUSD,1457222400,393.1800,410.0570,387.2700,400.6490,1730.3653,06/03/2016
XXBTZUSD,1457308800,400.6490,414.1200,397.3950,410.0100,1289.6789,07/03/2016
XXBTZUSD,1457395200,410.4530,414.3570,407.5000,412.0400,1315.0599,08/03/2016
XXBTZUSD,1457481600,411.9200,414.7350,406.4500,411.9300,1564.1853,09/03/2016
XXBTZUSD,1457568000,410.5200,429.7020,409.4200,415.8300,2772.2031,10/03/2016
XXBTZUSD,1457654400,416.5000,423.6500,415.0000,420.3490,1521.5114,11/03/2016
XXBTZUSD,1457740800,419.1900,420.5890,406.1500,406.6550,4301.4410,12/03/2016
XXBTZUSD,1457827200,408.6810,413.6150,406.6600,408.3200,2155.3791,13/03/2016
XXBTZUSD,1457913600,410.3310,416.9660,407.7400,414.4310,3341.5744,14/03/2016
XXBTZUSD,1458000000,414.5000,417.0890,412.1730,415.1400,1782.3582,15/03/2016
XXBTZUSD,1458086400,415.2900,419.0400,412.8710,418.1660,1605.6410,16/03/2016
XXBTZUSD,1458172800,418.1660,422.6900,416.8300,419.8120,1841.7496,17/03/2016
XXBTZUSD,1458259200,420.9950,420.9960,405.0310,407.9010,3224.5335,18/03/2016
XXBTZUSD,1458345600,407.9020,411.4430,405.5270,409.5300,1850.6202,19/03/2016
XXBTZUSD,1458432000,409.9200,414.8180,409.9200,413.6390,805.3789,20/03/2016
XXBTZUSD,1458518400,413.1890,414.3590,407.6760,412.3180,1344.2642,21/03/2016
XXBTZUSD,1458604800,412.2500,417.9000,411.1690,417.1600,1649.5955,22/03/2016
XXBTZUSD,1458691200,417.8900,417.9800,411.8900,416.0000,1274.3179,23/03/2016
XXBTZUSD,1458777600,415.5660,417.7800,413.1200,415.0400,1187.8507,24/03/2016
XXBTZUSD,1458864000,415.0300,419.7590,413.6100,415.3410,943.3945,25/03/2016
XXBTZUSD,1458950400,415.8510,418.4000,415.2800,417.5730,978.5468,26/03/2016
XXBTZUSD,1459036800,417.5730,429.9990,415.9000,425.0070,1292.9725,27/03/2016
XXBTZUSD,1459123200,425.0120,426.3900,421.1340,423.0000,1137.4673,28/03/2016
XXBTZUSD,1459209600,422.5100,428.1090,405.0000,416.7000,1234.4149,29/03/2016
XXBTZUSD,1459296000,414.8800,416.0100,409.1230,412.4320,1042.9326,30/03/2016
XXBTZUSD,1459382400,412.4320,419.9880,412.4220,416.1000,2093.3866,31/03/2016
XXBTZUSD,1459468800,416.1000,419.0390,415.5000,417.9000,648.0454,01/04/2016
XXBTZUSD,1459555200,417.9000,423.1700,417.9000,421.0000,524.0218,02/04/2016
XXBTZUSD,1459641600,420.6310,421.6600,417.9590,421.4970,495.9346,03/04/2016
XXBTZUSD,1459728000,421.4800,421.6000,417.5420,420.9900,582.4970,04/04/2016
XXBTZUSD,1459814400,419.5100,424.9700,419.5000,422.7600,985.0175,05/04/2016
XXBTZUSD,1459900800,423.0000,424.6110,421.5600,423.5500,891.8825,06/04/2016
XXBTZUSD,1459987200,423.5400,424.3900,420.0600,422.0100,1047.5222,07/04/2016
XXBTZUSD,1460073600,422.2700,425.9600,418.0000,418.5510,860.5745,08/04/2016
XXBTZUSD,1460160000,419.3510,420.7500,415.0000,418.0790,847.1066,09/04/2016
XXBTZUSD,1460246400,418.0950,422.9190,416.9600,420.8000,1653.5841,10/04/2016
XXBTZUSD,1460332800,420.6500,424.5000,420.2260,423.5300,1256.0920,11/04/2016
XXBTZUSD,1460419200,423.0000,430.3580,423.0000,426.7100,1155.9864,12/04/2016
XXBTZUSD,1460505600,426.6900,427.7100,422.0000,423.5380,1185.1442,13/04/2016
XXBTZUSD,1460592000,424.1200,425.7720,422.3850,424.5190,513.1856,14/04/2016
XXBTZUSD,1460678400,426.0400,431.0200,424.6470,429.2500,637.0832,15/04/2016
XXBTZUSD,1460764800,428.5880,434.2250,427.9720,428.6490,782.7685,16/04/2016
XXBTZUSD,1460851200,430.1000,431.3660,424.5780,427.5500,561.6660,17/04/2016
XXBTZUSD,1460937600,426.7700,429.7980,426.2800,427.4200,1041.3338,18/04/2016
XXBTZUSD,1461024000,427.4200,437.9980,426.8000,436.2770,1174.7370,19/04/2016
XXBTZUSD,1461110400,435.9990,444.0000,434.2700,440.9650,1573.4907,20/04/2016
XXBTZUSD,1461196800,440.9650,451.3390,440.1100,450.1180,929.4930,21/04/2016
XXBTZUSD,1461283200,449.1660,450.0900,442.7000,447.5590,637.1780,22/04/2016
XXBTZUSD,1461369600,446.0030,450.7110,443.2160,450.7110,697.8000,23/04/2016
XXBTZUSD,1461456000,450.7110,460.0000,445.4000,459.5000,1119.7909,24/04/2016
